Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Desasignar profesional de institucion,IN-59,10103,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000dj:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Asignar profesional a institucion,IN-58,10102,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000db:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Consulta de invitaciones por admin,IN-57,10101,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000d3:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Consulta de invitaciones por profesional,IN-56,10100,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000cv:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Aceptacion y registro automatico de invitacion,IN-55,10099,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000cn:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Validacion de codigo de invitacion,IN-54,10098,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000cf:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Crear invitacion y enviar email,IN-53,10097,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000c7:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Envio de email con contrasena temporal en alta directa de familiar,IN-52,10096,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:zzr,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Vinculacion automatica persona-familiar en alta directa,IN-51,10095,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:zzi,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Desactivacion de familiar,IN-50,10094,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:zz,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Edicion de familiar,IN-49,10093,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:zy,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Detalle de familiar con personas vinculadas,IN-48,10092,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:zx,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Consulta paginada de familiares con columna Familiar de,IN-47,10091,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:zv,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Alta de familiar por invitacion (auto-registro),IN-46,10090,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:zr,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Alta directa de familiar con selector de persona,IN-45,10089,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:zi,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Desactivacion de persona (soft-delete + revocacion de tokens),IN-44,10088,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:z,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Configuracion del metodo de login con confirm popup,IN-43,10087,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:y,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Edicion de datos personales y funcionales de persona,IN-42,10086,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:x,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Consulta paginada de personas con filtros,IN-41,10085,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:v,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Alta de persona con perfil funcional,IN-40,10084,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:r,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Desactivacion de profesional,IN-39,10083,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:i,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Edicion de profesional,IN-38,10082,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000eu:,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Consulta paginada de profesionales con filtros,IN-37,10081,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000et:,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Alta de profesional con contrasena temporal y envio de email,IN-36,10080,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Gestion de Usuarios,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000er:,Tablero Sprint 2,,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Edicion de items en catalogo,IN-35,10079,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i00087:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Alta de items en catalogo,IN-34,10078,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0007z:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Consulta de catalogos (6 tipos),IN-33,10077,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0007r:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Invalidacion correcta de cache de permisos,IN-32,10076,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0007j:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Revocacion de tokens al cambiar permisos de un rol,IN-31,10075,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0007b:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Confirmacion al guardar permisos con aviso de cierre de sesiones,IN-30,10074,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i00073:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Enforcement de aislamiento por institucion (InstitutionAccessFilter),IN-29,10073,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0006v:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Filtrado de datos por institucion,IN-28,10072,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0006n:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Asignacion de instituciones a admins,IN-27,10071,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0006f:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Creacion de administradores institucionales,IN-26,10070,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i00067:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Asignacion de permisos por modulo,IN-25,10069,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0005z:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Consulta de roles,IN-24,10068,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,06/Apr/26 2:40 AM,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0005r:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Edicion de institucion,IN-23,10067,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,06/Apr/26 2:15 AM,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0005j:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Consulta de instituciones,IN-22,10066,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,06/Apr/26 2:14 AM,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0005b:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Alta de institucion,IN-21,10065,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:45 AM,06/Apr/26 2:14 AM,,,0,Configuracion del Sistema,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i00053:,Sprint 1 (Config de sistema),,,,,,10048,IN-4,Gestion de Usuarios,To Do,26/Mar/26 2:07 AM
Modelo de datos base iniciales,IN-20,10064,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 12:56 AM,,,,0,Sprint 0 — Arranque,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0004v:,Tablero Sprint 0,,,,,,10046,IN-2,Planificación del inicio,To Do,26/Mar/26 2:07 AM
Seleccion de plataforma tecnologica ,IN-19,10063,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 12:56 AM,30/Mar/26 10:07 AM,,,0,"Sprint 0 — Arranque



.NET 8, Angular, SQL Server",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0004n:,Tablero Sprint 0,,,,,,10046,IN-2,Planificación del inicio,To Do,26/Mar/26 2:07 AM
"Definicion de ceremonias Scrum (Daily, Planning, Review, Retro)",IN-18,10062,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 12:56 AM,,,,0,Sprint 0 — Arranque,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i0004f:,Tablero Sprint 0,,,,,,10046,IN-2,Planificación del inicio,To Do,26/Mar/26 2:07 AM
